DATE,WILLREITIND
2007-06-29,5613.01
2007-07-02,5758.75
2007-07-03,5743.12
2007-07-04,.
2007-07-05,5835.65
2007-07-06,5825.61
2007-07-09,5811.09
2007-07-10,5664.19
2007-07-11,5640.51
2007-07-12,5732.92
2007-07-13,5790.08
2007-07-16,5762.85
2007-07-17,5725.57
2007-07-18,5702.81
2007-07-19,5733.33
2007-07-20,5619.39
2007-07-23,5533.55
2007-07-24,5417.68
2007-07-25,5389.47
2007-07-26,5278.14
2007-07-27,5125.42
2007-07-30,5173.37
2007-07-31,5172.50
2007-08-01,5219.33
2007-08-02,5279.77
2007-08-03,5127.64
2007-08-06,5263.70
2007-08-07,5288.17
2007-08-08,5500.20
2007-08-09,5474.46
2007-08-10,5296.08
2007-08-13,5264.39
2007-08-14,5084.02
2007-08-15,5026.64
2007-08-16,5190.09
2007-08-17,5313.12
2007-08-20,5412.31
2007-08-21,5482.05
2007-08-22,5499.08
2007-08-23,5443.33
2007-08-24,5432.32
2007-08-27,5338.65
2007-08-28,5180.51
2007-08-29,5320.75
2007-08-30,5363.51
2007-08-31,5478.41
2007-09-03,.
2007-09-04,5549.61
2007-09-05,5419.82
2007-09-06,5453.74
2007-09-07,5335.11
2007-09-10,5280.66
2007-09-11,5353.60
2007-09-12,5345.72
2007-09-13,5447.53
2007-09-14,5466.79
2007-09-17,5441.06
2007-09-18,5620.06
2007-09-19,5726.42
2007-09-20,5621.75
2007-09-21,5618.51
2007-09-24,5719.45
2007-09-25,5622.09
2007-09-26,5661.40
2007-09-27,5708.88
2007-09-28,5692.67
2007-10-01,5804.75
2007-10-02,5906.19
2007-10-03,5890.37
2007-10-04,5930.64
2007-10-05,6062.65
2007-10-08,5976.72
2007-10-09,6027.46
2007-10-10,6025.26
2007-10-11,5986.42
2007-10-12,5937.58
2007-10-15,5808.08
2007-10-16,5725.47
2007-10-17,5712.98
2007-10-18,5728.12
2007-10-19,5522.40
2007-10-22,5587.65
2007-10-23,5647.32
2007-10-24,5605.13
2007-10-25,5619.02
2007-10-26,5661.85
2007-10-29,5607.17
2007-10-30,5658.09
2007-10-31,5757.85
2007-11-01,5530.95
2007-11-02,5417.38
2007-11-05,5358.79
2007-11-06,5402.34
2007-11-07,5228.04
2007-11-08,5252.30
2007-11-09,5239.60
2007-11-12,5244.95
2007-11-13,5446.47
2007-11-14,5358.18
2007-11-15,5323.98
2007-11-16,5245.18
2007-11-19,5110.51
2007-11-20,5011.94
2007-11-21,4995.26
2007-11-22,.
2007-11-23,5095.99
2007-11-26,4825.48
2007-11-27,4929.38
2007-11-28,5120.82
2007-11-29,5104.18
2007-11-30,5198.19
2007-12-03,5157.36
2007-12-04,5015.47
2007-12-05,5183.75
2007-12-06,5355.91
2007-12-07,5339.38
2007-12-10,5451.54
2007-12-11,5145.48
2007-12-12,5140.42
2007-12-13,5084.66
2007-12-14,4925.06
2007-12-17,4792.91
2007-12-18,4828.66
2007-12-19,4899.30
2007-12-20,4896.85
2007-12-21,4977.98
2007-12-24,5161.21
2007-12-25,.
2007-12-26,5068.83
2007-12-27,4943.20
2007-12-28,4876.00
2007-12-31,4921.72
2008-01-01,.
2008-01-02,4890.69
2008-01-03,4717.41
2008-01-04,4542.38
2008-01-07,4588.21
2008-01-08,4417.63
2008-01-09,4492.64
2008-01-10,4569.50
2008-01-11,4567.93
2008-01-14,4558.28
2008-01-15,4434.10
2008-01-16,4519.02
2008-01-17,4445.99
2008-01-18,4391.30
2008-01-21,.
2008-01-22,4541.96
2008-01-23,4942.07
2008-01-24,4836.69
2008-01-25,4779.41
2008-01-28,4950.00
2008-01-29,4907.72
2008-01-30,4802.11
2008-01-31,4898.15
2008-02-01,5084.97
2008-02-04,5028.75
2008-02-05,4835.72
2008-02-06,4758.27
2008-02-07,4873.57
2008-02-08,4712.74
2008-02-11,4628.14
2008-02-12,4762.24
2008-02-13,4798.80
2008-02-14,4697.34
2008-02-15,4739.84
2008-02-18,.
2008-02-19,4684.64
2008-02-20,4762.66
2008-02-21,4656.38
2008-02-22,4766.30
2008-02-25,4917.25
2008-02-26,4918.25
2008-02-27,4877.44
2008-02-28,4793.58
2008-02-29,4713.54
2008-03-03,4763.45
2008-03-04,4730.58
2008-03-05,4743.52
2008-03-06,4545.24
2008-03-07,4617.76
2008-03-10,4539.84
2008-03-11,4839.94
2008-03-12,4754.20
2008-03-13,4812.30
2008-03-14,4730.63
2008-03-17,4721.89
2008-03-18,4954.61
2008-03-19,4916.00
2008-03-20,5114.76
2008-03-21,.
2008-03-24,5205.07
2008-03-25,5224.28
2008-03-26,5112.44
2008-03-27,5061.01
2008-03-28,5002.31
2008-03-31,5026.87
2008-04-01,5311.75
2008-04-02,5309.67
2008-04-03,5423.98
2008-04-04,5334.57
2008-04-07,5337.61
2008-04-08,5255.82
2008-04-09,5137.70
2008-04-10,5192.68
2008-04-11,5117.29
2008-04-14,5087.12
2008-04-15,5145.89
2008-04-16,5349.66
2008-04-17,5379.80
2008-04-18,5368.99
2008-04-21,5307.60
2008-04-22,5284.37
2008-04-23,5371.45
2008-04-24,5492.63
2008-04-25,5505.88
2008-04-28,5494.54
2008-04-29,5425.03
2008-04-30,5336.74
2008-05-01,5471.88
2008-05-02,5465.84
2008-05-05,5456.39
2008-05-06,5492.31
2008-05-07,5333.35
2008-05-08,5325.24
2008-05-09,5282.48
2008-05-12,5415.54
2008-05-13,5434.27
2008-05-14,5478.39
2008-05-15,5543.04
2008-05-16,5502.60
2008-05-19,5508.78
2008-05-20,5427.33
2008-05-21,5300.61
2008-05-22,5269.03
2008-05-23,5236.11
2008-05-26,.
2008-05-27,5317.17
2008-05-28,5320.47
2008-05-29,5384.51
2008-05-30,5348.74
2008-06-02,5254.19
2008-06-03,5292.32
2008-06-04,5326.30
2008-06-05,5455.36
2008-06-06,5214.19
2008-06-09,5097.72
2008-06-10,5130.42
2008-06-11,5028.06
2008-06-12,5077.78
2008-06-13,5179.20
2008-06-16,5246.92
2008-06-17,5074.88
2008-06-18,4998.66
2008-06-19,5126.12
2008-06-20,4993.18
2008-06-23,4879.07
2008-06-24,4901.08
2008-06-25,4980.26
2008-06-26,4797.90
2008-06-27,4754.57
2008-06-30,4756.16
2008-07-01,4765.99
2008-07-02,4674.96
2008-07-03,4649.85
2008-07-04,.
2008-07-07,4548.51
2008-07-08,4853.93
2008-07-09,4511.79
2008-07-10,4612.99
2008-07-11,4604.00
2008-07-14,4432.14
2008-07-15,4402.64
2008-07-16,4692.10
2008-07-17,4783.36
2008-07-18,4784.99
2008-07-21,4816.73
2008-07-22,4965.05
2008-07-23,5086.34
2008-07-24,4737.11
2008-07-25,4844.08
2008-07-28,4715.01
2008-07-29,4989.77
2008-07-30,4968.08
2008-07-31,4893.46
2008-08-01,4894.55
2008-08-04,4816.83
2008-08-05,5056.69
2008-08-06,5022.98
2008-08-07,4884.44
2008-08-08,5092.93
2008-08-11,5215.95
2008-08-12,5070.88
2008-08-13,5001.59
2008-08-14,5089.43
2008-08-15,5079.16
2008-08-18,4972.88
2008-08-19,4862.99
2008-08-20,4870.60
2008-08-21,4801.12
2008-08-22,4970.53
2008-08-25,4806.97
2008-08-26,4861.50
2008-08-27,4898.88
2008-08-28,5055.44
2008-08-29,5004.38
2008-09-01,.
2008-09-02,5050.00
2008-09-03,5133.62
2008-09-04,4980.70
2008-09-05,4990.64
2008-09-08,5220.07
2008-09-09,5003.49
2008-09-10,5027.63
2008-09-11,5069.94
2008-09-12,5133.41
2008-09-15,4672.29
2008-09-16,4971.34
2008-09-17,4694.78
2008-09-18,5217.30
2008-09-19,5324.70
2008-09-22,4839.81
2008-09-23,4873.73
2008-09-24,4801.53
2008-09-25,4897.52
2008-09-26,5057.13
2008-09-29,4677.60
2008-09-30,4983.43
2008-10-01,4868.43
2008-10-02,4548.91
2008-10-03,4321.57
2008-10-06,4163.38
2008-10-07,3832.40
2008-10-08,3808.61
2008-10-09,3409.05
2008-10-10,3898.64
2008-10-13,4064.05
2008-10-14,3780.03
2008-10-15,3291.86
2008-10-16,3446.57
2008-10-17,3443.03
2008-10-20,3458.33
2008-10-21,3330.49
2008-10-22,3070.67
2008-10-23,3038.94
2008-10-24,2835.53
2008-10-27,2669.35
2008-10-28,3133.20
2008-10-29,3033.61
2008-10-30,3159.08
2008-10-31,3369.61
2008-11-03,3238.70
2008-11-04,3439.57
2008-11-05,3077.49
2008-11-06,2927.80
2008-11-07,3118.98
2008-11-10,2825.26
2008-11-11,2772.11
2008-11-12,2564.59
2008-11-13,2859.35
2008-11-14,2537.74
2008-11-17,2443.41
2008-11-18,2412.94
2008-11-19,2088.02
2008-11-20,1917.40
2008-11-21,2046.81
2008-11-24,2435.35
2008-11-25,2476.31
2008-11-26,2598.49
2008-11-27,.
2008-11-28,2542.33
2008-12-01,2039.91
2008-12-02,2320.68
2008-12-03,2448.45
2008-12-04,2377.23
2008-12-05,2640.95
2008-12-08,2912.20
2008-12-09,2655.30
2008-12-10,2872.87
2008-12-11,2429.90
2008-12-12,2702.50
2008-12-15,2593.67
2008-12-16,2970.27
2008-12-17,3015.64
2008-12-18,2762.47
2008-12-19,2925.77
2008-12-22,2829.08
2008-12-23,2821.52
2008-12-24,2848.03
2008-12-25,.
2008-12-26,2880.62
2008-12-29,2719.32
2008-12-30,2849.38
2008-12-31,2992.39
2009-01-01,.
2009-01-02,2895.99
2009-01-05,2827.28
2009-01-06,2991.85
2009-01-07,2870.20
2009-01-08,2844.82
2009-01-09,2701.92
2009-01-12,2527.97
2009-01-13,2609.68
2009-01-14,2470.17
2009-01-15,2548.42
2009-01-16,2663.24
2009-01-19,.
2009-01-20,2346.34
2009-01-21,2601.10
2009-01-22,2468.09
2009-01-23,2539.35
2009-01-26,2526.77
2009-01-27,2561.89
2009-01-28,2787.79
2009-01-29,2550.65
2009-01-30,2451.33
2009-02-02,2493.35
2009-02-03,2465.59
2009-02-04,2416.91
2009-02-05,2360.90
2009-02-06,2535.29
2009-02-09,2564.81
2009-02-10,2324.05
2009-02-11,2366.87
2009-02-12,2321.82
2009-02-13,2176.51
2009-02-16,.
2009-02-17,2015.13
2009-02-18,2049.80
2009-02-19,1952.27
2009-02-20,2083.51
2009-02-23,1916.06
2009-02-24,2093.70
2009-02-25,2048.21
2009-02-26,1941.59
2009-02-27,1915.69
2009-03-02,1765.76
2009-03-03,1787.87
2009-03-04,1834.87
2009-03-05,1705.74
2009-03-06,1687.06
2009-03-09,1730.53
2009-03-10,1993.15
2009-03-11,1956.26
2009-03-12,2120.73
2009-03-13,2064.13
2009-03-16,1892.95
2009-03-17,2050.62
2009-03-18,2153.10
2009-03-19,2021.30
2009-03-20,1839.36
2009-03-23,2158.32
2009-03-24,1971.45
2009-03-25,2002.28
2009-03-26,2066.72
2009-03-27,1956.18
2009-03-30,1828.71
2009-03-31,1977.38
2009-04-01,1955.78
2009-04-02,2107.45
2009-04-03,2305.14
2009-04-06,2280.28
2009-04-07,2074.55
2009-04-08,2124.88
2009-04-09,2420.67
2009-04-10,.
2009-04-13,2438.34
2009-04-14,2222.94
2009-04-15,2427.86
2009-04-16,2526.79
2009-04-17,2563.77
2009-04-20,2270.43
2009-04-21,2499.04
2009-04-22,2394.06
2009-04-23,2510.18
2009-04-24,2653.35
2009-04-27,2466.67
2009-04-28,2504.86
2009-04-29,2620.55
2009-04-30,2627.08
2009-05-01,2510.63
2009-05-04,2736.96
2009-05-05,2633.02
2009-05-06,2738.08
2009-05-07,2559.84
2009-05-08,2773.59
2009-05-11,2644.76
2009-05-12,2621.61
2009-05-13,2435.72
2009-05-14,2533.41
2009-05-15,2428.26
2009-05-18,2647.61
2009-05-19,2585.89
2009-05-20,2562.20
2009-05-21,2565.93
2009-05-22,2506.91
2009-05-25,.
2009-05-26,2669.59
2009-05-27,2560.73
2009-05-28,2626.70
2009-05-29,2696.26
2009-06-01,2804.53
2009-06-02,2753.00
2009-06-03,2756.56
2009-06-04,2849.45
2009-06-05,2811.45
2009-06-08,2806.30
2009-06-09,2795.76
2009-06-10,2731.21
2009-06-11,2676.36
2009-06-12,2769.17
2009-06-15,2620.99
2009-06-16,2592.79
2009-06-17,2538.67
2009-06-18,2560.81
2009-06-19,2590.48
2009-06-22,2442.39
2009-06-23,2463.39
2009-06-24,2513.42
2009-06-25,2549.36
2009-06-26,2581.97
2009-06-29,2585.15
2009-06-30,2603.44
2009-07-01,2634.39
2009-07-02,2476.70
2009-07-03,.
2009-07-06,2565.39
2009-07-07,2452.76
2009-07-08,2424.21
2009-07-09,2387.24
2009-07-10,2381.26
2009-07-13,2489.04
2009-07-14,2513.98
2009-07-15,2607.05
2009-07-16,2627.52
2009-07-17,2550.60
2009-07-20,2652.13
2009-07-21,2631.14
2009-07-22,2642.38
2009-07-23,2749.87
2009-07-24,2767.44
2009-07-27,2809.89
2009-07-28,2804.71
2009-07-29,2768.68
2009-07-30,2873.38
2009-07-31,2873.92
2009-08-03,2920.66
2009-08-04,3082.17
2009-08-05,3209.64
2009-08-06,3188.18
2009-08-07,3366.11
2009-08-10,3286.85
2009-08-11,3187.40
2009-08-12,3217.95
2009-08-13,3228.37
2009-08-14,3202.77
2009-08-17,3020.09
2009-08-18,3066.26
2009-08-19,3036.79
2009-08-20,3163.96
2009-08-21,3246.47
2009-08-24,3229.39
2009-08-25,3268.43
2009-08-26,3284.36
2009-08-27,3317.51
2009-08-28,3342.77
2009-08-31,3291.99
2009-09-01,3115.05
2009-09-02,3054.96
2009-09-03,3111.86
2009-09-04,3147.06
2009-09-07,.
2009-09-08,3262.93
2009-09-09,3332.94
2009-09-10,3381.17
2009-09-11,3370.27
2009-09-14,3478.47
2009-09-15,3535.34
2009-09-16,3684.07
2009-09-17,3661.04
2009-09-18,3677.90
2009-09-21,3608.68
2009-09-22,3731.74
2009-09-23,3583.56
2009-09-24,3454.54
2009-09-25,3461.72
2009-09-28,3616.80
2009-09-29,3552.06
2009-09-30,3525.47
2009-10-01,3365.77
2009-10-02,3333.12
2009-10-05,3427.05
2009-10-06,3428.78
2009-10-07,3424.49
2009-10-08,3489.77
2009-10-09,3521.20
2009-10-12,3514.88
2009-10-13,3462.63
2009-10-14,3596.38
2009-10-15,3569.64
2009-10-16,3474.14
2009-10-19,3545.41
2009-10-20,3473.94
2009-10-21,3434.14
2009-10-22,3526.27
2009-10-23,3480.83
2009-10-26,3474.67
2009-10-27,3418.77
2009-10-28,3275.92
2009-10-29,3433.11
2009-10-30,3366.75
2009-11-02,3374.65
2009-11-03,3427.07
2009-11-04,3348.42
2009-11-05,3422.92
2009-11-06,3365.48
2009-11-09,3535.88
2009-11-10,3507.74
2009-11-11,3580.83
2009-11-12,3534.79
2009-11-13,3587.49
2009-11-16,3673.36
2009-11-17,3607.52
2009-11-18,3680.29
2009-11-19,3587.03
2009-11-20,3565.30
2009-11-23,3608.45
2009-11-24,3551.23
2009-11-25,3564.04
2009-11-26,.
2009-11-27,3456.72
2009-11-30,3599.36
2009-12-01,3646.67
2009-12-02,3705.27
2009-12-03,3664.67
2009-12-04,3773.44
2009-12-07,3690.78
2009-12-08,3672.96
2009-12-09,3663.54
2009-12-10,3652.57
2009-12-11,3707.16
2009-12-14,3777.49
2009-12-15,3734.81
2009-12-16,3762.43
2009-12-17,3741.02
2009-12-18,3766.24
2009-12-21,3819.19
2009-12-22,3858.46
2009-12-23,3905.75
2009-12-24,3961.78
2009-12-25,.
2009-12-28,3975.39
2009-12-29,3920.27
2009-12-30,3923.60
2009-12-31,3848.18
2010-01-01,.
2010-01-04,3823.76
2010-01-05,3830.60
2010-01-06,3822.80
2010-01-07,3867.90
2010-01-08,3830.16
2010-01-11,3856.12
2010-01-12,3789.28
2010-01-13,3872.09
2010-01-14,3861.02
2010-01-15,3830.25
2010-01-18,.
2010-01-19,3919.52
2010-01-20,3865.19
2010-01-21,3748.43
2010-01-22,3657.62
2010-01-25,3682.72
2010-01-26,3652.44
2010-01-27,3685.51
2010-01-28,3651.11
2010-01-29,3631.89
2010-02-01,3699.90
2010-02-02,3754.90
2010-02-03,3688.06
2010-02-04,3550.25
2010-02-05,3624.87
2010-02-08,3535.35
2010-02-09,3528.97
2010-02-10,3533.66
2010-02-11,3567.63
2010-02-12,3600.05
2010-02-15,.
2010-02-16,3707.81
2010-02-17,3741.32
2010-02-18,3791.51
2010-02-19,3800.59
2010-02-22,3815.04
2010-02-23,3782.34
2010-02-24,3821.28
2010-02-25,3836.44
2010-02-26,3836.77
2010-03-01,3866.66
2010-03-02,3872.52
2010-03-03,3859.13
2010-03-04,3882.93
2010-03-05,3990.16
2010-03-08,4035.48
2010-03-09,4056.31
2010-03-10,4078.76
2010-03-11,4102.79
2010-03-12,4138.36
2010-03-15,4126.98
2010-03-16,4226.34
2010-03-17,4284.80
2010-03-18,4266.15
2010-03-19,4222.18
2010-03-22,4271.42
2010-03-23,4253.96
2010-03-24,4276.09
2010-03-25,4294.66
2010-03-26,4271.11
2010-03-29,4277.84
2010-03-30,4271.21
2010-03-31,4226.03
2010-04-01,4241.11
2010-04-02,.
2010-04-05,4347.64
2010-04-06,4440.98
2010-04-07,4335.61
2010-04-08,4335.95
2010-04-09,4413.83
2010-04-12,4376.42
2010-04-13,4487.09
2010-04-14,4486.89
2010-04-15,4364.44
2010-04-16,4258.59
2010-04-19,4280.18
2010-04-20,4351.11
2010-04-21,4432.26
2010-04-22,4502.94
2010-04-23,4559.22
2010-04-26,4598.94
2010-04-27,4452.02
2010-04-28,4465.14
2010-04-29,4671.12
2010-04-30,4519.28
2010-05-03,4680.78
2010-05-04,4572.05
2010-05-05,4503.94
2010-05-06,4333.44
2010-05-07,4246.73
2010-05-10,4541.95
2010-05-11,4552.48
2010-05-12,4631.21
2010-05-13,4563.66
2010-05-14,4408.92
2010-05-17,4415.27
2010-05-18,4291.77
2010-05-19,4248.11
2010-05-20,4039.34
2010-05-21,4182.18
2010-05-24,4084.73
2010-05-25,4118.38
2010-05-26,4108.13
2010-05-27,4339.44
2010-05-28,4277.90
2010-05-31,.
2010-06-01,4196.19
2010-06-02,4282.79
2010-06-03,4264.82
2010-06-04,4018.74
2010-06-07,3997.53
2010-06-08,4070.30
2010-06-09,4099.01
2010-06-10,4282.98
2010-06-11,4330.28
2010-06-14,4379.74
2010-06-15,4481.68
2010-06-16,4440.19
2010-06-17,4447.12
2010-06-18,4432.88
2010-06-21,4404.27
2010-06-22,4261.15
2010-06-23,4281.02
2010-06-24,4177.59
2010-06-25,4295.89
2010-06-28,4239.44
2010-06-29,4091.12
2010-06-30,4047.29
2010-07-01,4040.10
2010-07-02,3952.82
2010-07-05,.
2010-07-06,3868.00
2010-07-07,4066.81
2010-07-08,4113.17
2010-07-09,4176.29
2010-07-12,4180.55
2010-07-13,4286.62
2010-07-14,4261.67
2010-07-15,4247.40
2010-07-16,4099.26
2010-07-19,4162.56
2010-07-20,4244.17
2010-07-21,4143.61
2010-07-22,4311.57
2010-07-23,4358.50
2010-07-26,4474.31
2010-07-27,4467.16
2010-07-28,4459.77
2010-07-29,4421.91
2010-07-30,4446.89
2010-08-02,4601.96
2010-08-03,4553.43
2010-08-04,4581.79
2010-08-05,4527.89
2010-08-06,4508.84
2010-08-09,4569.85
2010-08-10,4512.33
2010-08-11,4392.35
2010-08-12,4338.96
2010-08-13,4333.36
2010-08-16,4337.41
2010-08-17,4446.62
2010-08-18,4448.76
2010-08-19,4328.17
2010-08-20,4314.06
2010-08-23,4293.18
2010-08-24,4268.13
2010-08-25,4348.96
2010-08-26,4319.44
2010-08-27,4393.91
2010-08-30,4347.17
2010-08-31,4388.12
2010-09-01,4534.40
2010-09-02,4596.37
2010-09-03,4659.92
2010-09-06,.
2010-09-07,4582.23
2010-09-08,4593.73
2010-09-09,4546.69
2010-09-10,4572.37
2010-09-13,4646.10
2010-09-14,4634.32
2010-09-15,4675.67
2010-09-16,4644.34
2010-09-17,4658.71
2010-09-20,4777.59
2010-09-21,4694.10
2010-09-22,4637.71
2010-09-23,4512.04
2010-09-24,4652.23
2010-09-27,4592.25
2010-09-28,4616.46
2010-09-29,4576.69
2010-09-30,4587.50
2010-10-01,4615.69
2010-10-04,4651.47
2010-10-05,4732.19
2010-10-06,4704.21
2010-10-07,4710.76
2010-10-08,4724.27
2010-10-11,4724.03
2010-10-12,4759.53
2010-10-13,4809.83
2010-10-14,4794.97
2010-10-15,4789.25
2010-10-18,4856.90
2010-10-19,4791.39
2010-10-20,4904.88
2010-10-21,4890.52
2010-10-22,4888.38
2010-10-25,4903.26
2010-10-26,4863.38
2010-10-27,4823.53
2010-10-28,4797.35
2010-10-29,4803.32
2010-11-01,4848.05
2010-11-02,4882.08
2010-11-03,4873.33
2010-11-04,4997.46
2010-11-05,5048.16
2010-11-08,5016.33
2010-11-09,4814.17
2010-11-10,4880.83
2010-11-11,4839.71
2010-11-12,4791.08
2010-11-15,4749.60
2010-11-16,4582.71
2010-11-17,4626.65
2010-11-18,4666.89
2010-11-19,4698.58
2010-11-22,4707.62
2010-11-23,4665.73
2010-11-24,4770.39
2010-11-25,.
2010-11-26,4752.14
2010-11-29,4755.40
2010-11-30,4724.88
2010-12-01,4767.85
2010-12-02,4836.40
2010-12-03,4839.42
2010-12-06,4844.33
2010-12-07,4859.19
2010-12-08,4781.10
2010-12-09,4733.89
2010-12-10,4780.90
2010-12-13,4785.45
2010-12-14,4727.15
2010-12-15,4677.45
2010-12-16,4690.80
2010-12-17,4730.56
2010-12-20,4795.16
2010-12-21,4848.12
2010-12-22,4877.92
2010-12-23,4855.54
2010-12-24,.
2010-12-27,4917.78
2010-12-28,4934.63
2010-12-29,4954.04
2010-12-30,4963.80
2010-12-31,4948.72
2011-01-03,5045.75
2011-01-04,4944.18
2011-01-05,4973.39
2011-01-06,4922.35
2011-01-07,4920.40
2011-01-10,4919.40
2011-01-11,4910.22
2011-01-12,4940.27
2011-01-13,4950.58
2011-01-14,4989.11
2011-01-17,.
2011-01-18,5028.87
2011-01-19,4957.45
2011-01-20,4961.75
2011-01-21,4976.17
2011-01-24,4998.43
2011-01-25,5055.47
2011-01-26,5066.72
2011-01-27,5146.47
2011-01-28,5048.84
2011-01-31,5123.12
2011-02-01,5145.06
2011-02-02,5133.98
2011-02-03,5155.13
2011-02-04,5104.36
2011-02-07,5167.31
2011-02-08,5183.60
2011-02-09,5188.85
2011-02-10,5208.41
2011-02-11,5246.06
2011-02-14,5244.25
2011-02-15,5219.33
2011-02-16,5240.06
2011-02-17,5244.42
2011-02-18,5264.57
2011-02-21,.
2011-02-22,5212.36
2011-02-23,5166.40
2011-02-24,5133.54
2011-02-25,5239.29
2011-02-28,5358.26
2011-03-01,5204.63
2011-03-02,5148.25
2011-03-03,5231.64
2011-03-04,5176.24
2011-03-07,5136.96
2011-03-08,5215.90
2011-03-09,5208.49
2011-03-10,5127.17
2011-03-11,5183.48
2011-03-14,5129.75
2011-03-15,5101.08
2011-03-16,5021.71
2011-03-17,5068.20
2011-03-18,5112.88
2011-03-21,5173.86
2011-03-22,5136.29
2011-03-23,5077.04
2011-03-24,5104.32
2011-03-25,5146.01
2011-03-28,5136.24
2011-03-29,5166.21
2011-03-30,5237.85
2011-03-31,5281.88
2011-04-01,5287.42
2011-04-04,5283.75
2011-04-05,5286.97
2011-04-06,5287.92
2011-04-07,5226.60
2011-04-08,5188.23
2011-04-11,5193.55
2011-04-12,5182.62
2011-04-13,5178.50
2011-04-14,5258.93
2011-04-15,5326.45
2011-04-18,5270.60
2011-04-19,5322.12
2011-04-20,5383.05
2011-04-21,5419.41
2011-04-22,.
2011-04-25,5457.98
2011-04-26,5507.56
2011-04-27,5544.77
2011-04-28,5615.85
2011-04-29,5589.96
2011-05-02,5595.50
2011-05-03,5547.95
2011-05-04,5518.00
2011-05-05,5513.70
2011-05-06,5467.03
2011-05-09,5497.67
2011-05-10,5589.56
2011-05-11,5520.30
2011-05-12,5529.72
2011-05-13,5472.73
2011-05-16,5487.21
2011-05-17,5486.44
2011-05-18,5540.17
2011-05-19,5558.93
2011-05-20,5490.96
2011-05-23,5431.44
2011-05-24,5453.56
2011-05-25,5482.21
2011-05-26,5556.16
2011-05-27,5586.29
2011-05-30,.
2011-05-31,5677.40
2011-06-01,5509.91
2011-06-02,5470.49
2011-06-03,5491.72
2011-06-06,5414.03
2011-06-07,5475.15
2011-06-08,5455.17
2011-06-09,5397.79
2011-06-10,5263.29
2011-06-13,5287.70
2011-06-14,5366.41
2011-06-15,5274.20
2011-06-16,5316.43
2011-06-17,5367.69
2011-06-20,5436.19
2011-06-21,5478.64
2011-06-22,5457.57
2011-06-23,5343.61
2011-06-24,5343.35
2011-06-27,5373.76
2011-06-28,5416.25
2011-06-29,5474.08
2011-06-30,5486.96
2011-07-01,5589.65
2011-07-04,.
2011-07-05,5632.78
2011-07-06,5672.10
2011-07-07,5743.04
2011-07-08,5727.99
2011-07-11,5624.59
2011-07-12,5648.44
2011-07-13,5589.95
2011-07-14,5536.26
2011-07-15,5603.81
2011-07-18,5560.53
2011-07-19,5658.66
2011-07-20,5701.31
2011-07-21,5750.36
2011-07-22,5778.64
2011-07-25,5718.65
2011-07-26,5731.92
2011-07-27,5567.97
2011-07-28,5578.33
2011-07-29,5582.85
2011-08-01,5497.77
2011-08-02,5318.60
2011-08-03,5283.43
2011-08-04,5013.48
2011-08-05,4891.47
2011-08-08,4450.52
2011-08-09,4891.52
2011-08-10,4760.50
2011-08-11,5021.66
2011-08-12,5008.55
2011-08-15,5198.83
2011-08-16,5177.04
2011-08-17,5192.43
2011-08-18,4949.63
2011-08-19,4855.50
2011-08-22,4866.67
2011-08-23,4991.21
2011-08-24,5057.18
2011-08-25,4954.81
2011-08-26,5027.57
2011-08-29,5194.20
2011-08-30,5212.79
2011-08-31,5267.84
2011-09-01,5185.14
2011-09-02,5054.87
2011-09-05,.
2011-09-06,5042.12
2011-09-07,5241.90
2011-09-08,5192.41
2011-09-09,5023.46
2011-09-12,5045.55
2011-09-13,5064.23
2011-09-14,5093.91
2011-09-15,5177.62
2011-09-16,5224.54
2011-09-19,5107.44
2011-09-20,5100.93
2011-09-21,4831.78
2011-09-22,4703.51
2011-09-23,4753.74
2011-09-26,4819.91
2011-09-27,4871.12
2011-09-28,4735.13
2011-09-29,4823.13
2011-09-30,4683.84
2011-10-03,4458.06
2011-10-04,4650.56
2011-10-05,4605.73
2011-10-06,4735.06
2011-10-07,4590.89
2011-10-10,4830.43
2011-10-11,4731.68
2011-10-12,4821.07
2011-10-13,4779.33
2011-10-14,4901.69
2011-10-17,4776.73
2011-10-18,4957.96
2011-10-19,4893.83
2011-10-20,4927.30
2011-10-21,5091.89
2011-10-24,5219.22
2011-10-25,5122.62
2011-10-26,5175.32
2011-10-27,5425.14
2011-10-28,5425.78
2011-10-31,5372.78
2011-11-01,5174.50
2011-11-02,5298.29
2011-11-03,5363.46
2011-11-04,5317.32
2011-11-07,5328.48
2011-11-08,5393.06
2011-11-09,5140.91
2011-11-10,5149.43
2011-11-11,5289.06
2011-11-14,5173.57
2011-11-15,5230.72
2011-11-16,5160.95
2011-11-17,5065.96
2011-11-18,5111.95
2011-11-21,4970.54
2011-11-22,4945.18
2011-11-23,4799.31
2011-11-24,.
2011-11-25,4820.51
2011-11-28,4932.66
2011-11-29,4920.87
2011-11-30,5161.54
2011-12-01,5098.91
2011-12-02,5114.48
2011-12-05,5153.21
2011-12-06,5149.37
2011-12-07,5209.31
2011-12-08,5084.28
2011-12-09,5194.93
2011-12-12,5096.00
2011-12-13,5047.98
2011-12-14,5075.56
2011-12-15,5155.20
2011-12-16,5211.64
2011-12-19,5160.10
2011-12-20,5327.66
2011-12-21,5329.36
2011-12-22,5401.77
2011-12-23,5426.39
2011-12-26,.
2011-12-27,5451.27
2011-12-28,5378.54
2011-12-29,5428.43
